x1,y1,x2,y2,selectivity
'shlvkl','DSY','vpbqnqn','JQ',0.02241500000000000000
'lfozk','JI','y','VV',0.42667000000000000000
'nnkbdrgu','M','zfxmtprr','VSL',0.25470000000000000000
'pq','IMN','rqyyy','NBE',0.02175000000000000000
'fj','JR','okf','X',0.26970500000000000000
'mcn','KA','y','PD',0.15218000000000000000
'q','G','uzuhmfnx','TU',0.17174000000000000000
'mrxwqzk','ME','tjfk','OP',0.05587000000000000000
'avkwmofk','HSW','g','Q',0.14663000000000000000
'bkj','JL','icqhlv','P',0.11135500000000000000
'dxs','HB','pmv','TBD',0.36098000000000000000
'gcmv','CV','zlxq','QSZ',0.44036500000000000000
'buuynxjv','G','wmtami','RVK',0.42181000000000000000
'dimhj','EC','zfu','KJ',0.12370000000000000000
'b','N','xkhsn','YPN',0.47340500000000000000
'qoa','ESO','vu','X',0.18097500000000000000
'gf','AMG','xmthqct','M',0.21733500000000000000
'axirtbrogy','CPU','ohcagnc','ZP',0.58527500000000000000
'jobyi','OH','zufog','TCA',0.28880500000000000000
'gkx','B','tyxg','L',0.10219500000000000000
'gszkrywlmo','RL','tozspzto','Y',0.18907500000000000000
'cwk','D','xhtnlx','U',0.77120500000000000000
'tinup','S','xkqz','Z',0.01866500000000000000
'jix','D','knxwguec','FPA',0.00186500000000000000
'lpgqhljmk','RNZ','tv','SU',0.14938000000000000000
'eioi','AVV','ipnp','MX',0.06472500000000000000
'c','FI','howrv','NNX',0.08618500000000000000
'gmd','BMC','vrjrjp','RJE',0.41188500000000000000
'dlphuv','ATJ','ruurstdnk','NH',0.26471000000000000000
'shnczi','BWR','toz','FW',0.01855500000000000000
'blelwx','LJE','wexxts','UHB',0.58615500000000000000
'w','MST','zxxb','XWB',0.01670000000000000000
'cxz','AWU','ikolhuecwo','Q',0.12236500000000000000
'pbhyyo','E','ywsz','OT',0.16326500000000000000
'hfbjz','P','rhqojcl','QO',0.06307000000000000000
'fx','IIG','reyxi','US',0.36103500000000000000
'k','QD','rkzfaagdqz','TZM',0.11296500000000000000
'wckqdnbm','BN','z','P',0.01615500000000000000
'omzcyqv','DIZ','zbzclhtu','OT',0.18522000000000000000
'jj','L','suffkgt','LZP',0.08102000000000000000
'sfowehlad','E','t','H',0.01310000000000000000
'agvtsgcn','HYT','oetbood','PG',0.20533500000000000000
'hj','D','hvtcdkqc','WGS',0.02146500000000000000
'qjnjzjwf','JOE','u','XSV',0.17174000000000000000
'e','G','oydtxyj','V',0.30650000000000000000
'h','OS','zdjhydem','QZT',0.10237000000000000000
'hldfr','A','lpudn','MFV',0.06400000000000000000
'lrcaypmzwi','D','owndkpt','OKP',0.07143500000000000000
'kzwpnf','F','zyj','PH',0.18812000000000000000
'jfczauj','I','mt','WL',0.14446500000000000000
'bjxadwpqh','D','jcxvaqcetg','WHJ',0.35727500000000000000
'ejpf','G','wnby','OV',0.23445000000000000000
'o','M','prekxtxgc','OU',0.01808000000000000000
'xdazovny','AV','z','OE',0.00527000000000000000
'agmgzhw','LZ','ubafmxmf','YW',0.63748500000000000000
'hbcpt','EC','twvy','XF',0.57573500000000000000
'cozvwaqmqz','RG','rkj','WI',0.18513000000000000000
'hszcjgwwyz','NUS','u','TLB',0.27706000000000000000
'apjeifk','EMA','cay','Y',0.10007000000000000000
'apfvbppgxa','RA','lgmhl','YXO',0.15241500000000000000
'fphi','C','ztpqxcoexd','V',0.68428500000000000000
'giimsqghqi','G','jnatswzr','UM',0.06182500000000000000
'xflhvzxs','K','zrfou','WW',0.00915000000000000000
'ji','IKJ','smmdywa','UL',0.37190000000000000000
'gpkiau','MWJ','h','R',0.00343000000000000000
'fe','LR','psjo','WYQ',0.29675500000000000000
'djorzs','BHV','ulalq','Q',0.46190500000000000000
'jcvwf','AKR','v','R',0.35492000000000000000
'gagjrvv','D','hfzwqvht','WR',0.05367500000000000000
'oqojaxx','GZ','uxyqhtwnce','LKD',0.05427500000000000000
'aeemynlsv','BFG','qr','Q',0.49812500000000000000
'gasdbj','DS','oedc','GOJ',0.04688000000000000000
'lvm','JX','tdcimauj','Z',0.34476000000000000000
'pdcabmb','GS','z','XUK',0.27200000000000000000
'bf','I','ffri','Q',0.11397000000000000000
'htv','HLH','qhbnudcpwn','MG',0.11560500000000000000
'jzugxsiyg','MXU','oey','S',0.03207500000000000000
'lxlaxo','P','tutvhfh','UE',0.22373000000000000000
'ioztg','FD','omai','SE',0.10759000000000000000
'ajhvvpo','I','vumoclosec','T',0.80508000000000000000
'eqbygtpbb','ADE','lpphm','Q',0.14968500000000000000
'uinahnvtk','GPQ','vy','TT',0.00923500000000000000
'q','E','svnv','HTZ',0.02798000000000000000
'gzzanuhsfd','HL','ncziklzb','TMG',0.19797500000000000000
'pghzuk','AJX','pnosvdurgh','ZI',0.02164000000000000000
'mxsuzt','GWV','s','RU',0.09800500000000000000
'i','KYA','zrqtsqwgvt','TVO',0.49797000000000000000
'jsjv','AP','zqlbr','I',0.09674000000000000000
'anxog','DN','lv','GDW',0.08137000000000000000
'hxxcskkla','L','ybsoouncj','R',0.29206000000000000000
'f','JPA','foc','XY',0.01836000000000000000
'q','L','v','SW',0.17174000000000000000
'bd','GAZ','o','OL',0.19102500000000000000
'b','JEY','bqqzqnzejh','Z',0.05505500000000000000
'f','JP','pegfgknl','YTE',0.33382500000000000000
'emiluxb','FU','ookfshi','QX',0.17217500000000000000
'p','FU','rhui','UP',0.09090000000000000000
'nxpdt','BUI','rcerjksj','FFM',0.02164500000000000000
'fridwzs','M','ndasp','WP',0.20159000000000000000
'bgjr','DN','r','G',0.11579000000000000000
'blhtvftl','DP','hzbkuzg','SL',0.20919000000000000000
'dn','IBG','whl','U',0.60555500000000000000
'bfyg','DTX','zhiygeuic','V',0.94570000000000000000
'cyfnv','NE','jiliepakj','WI',0.09706000000000000000
'rgflcpslbx','NV','s','SNX',0.01078000000000000000
'acki','HT','jqqosewqjr','XS',0.35212000000000000000
'icqccjw','BIY','xgsqbri','VTA',0.58741500000000000000
'favyykjdlb','CSO','xkpgnhdqn','YTW',0.70603500000000000000
'ink','DBA','miv','GMW',0.02867000000000000000
'husjdyeo','BM','loilxl','TW',0.10679500000000000000
'bsxruownbz','D','ody','Q',0.33114000000000000000
'kbqtecor','F','p','MRE',0.07624000000000000000
'boxb','JA','smsdw','NY',0.25616000000000000000
'acztcsmfv','G','erzyfbyml','PD',0.09375500000000000000
'enwrkrhtei','JKX','owt','NG',0.12251000000000000000
'awfgr','LL','tppucvnfx','X',0.60844000000000000000
'acllimsnuq','PQ','xgun','U',0.49529000000000000000
'hnynuhol','AY','salyodtk','YQO',0.43440500000000000000
'n','PW','vojibwfrg','VIS',0.12406500000000000000
'dgh','A','ii','KOL',0.02523000000000000000
'gsaf','M','yqcod','R',0.20555000000000000000
'kopfz','JR','wnpzuvcxi','QWT',0.27648500000000000000
'bqhstccpyk','EBS','xbzpph','NAQ',0.43940500000000000000
'mkowlzbhfq','Q','qskt','V',0.05475500000000000000
'isseqln','K','yfsrhlvwv','WIS',0.48900500000000000000
'r','HNA','zj','S',0.12426000000000000000
'klz','SJK','meujbznah','XUG',0.03990000000000000000
'mhyjngzw','Q','xvbes','VPP',0.14614000000000000000
'kdr','Q','xc','TKT',0.18960500000000000000
'jrylyr','QA','oxzhtk','UD',0.07651500000000000000
'xgtkksxk','KH','yhjclkrm','V',0.00915000000000000000
'btakztlufv','LO','ovnt','XCK',0.35422500000000000000
'mfko','QVX','sqhw','UCZ',0.11658000000000000000
'azcjtpsnpw','AV','psr','JH',0.11579000000000000000
'b','PIK','yfjmixktjy','T',0.47901500000000000000
'hrgr','J','jpyi','X',0.01744500000000000000
'gomybkgw','GQ','klqyuamfxg','ZEN',0.06166500000000000000
'pduhwsm','B','trb','EDN',0.04595000000000000000
'ooksk','A','oypuvrbk','L',0.00370000000000000000
'kmbjfyd','ICP','yhjacwdg','NEB',0.18812000000000000000
'arov','IT','zb','VW',0.80541500000000000000
'c','FPS','fzolv','MWW',0.06159500000000000000
'azvyap','ODL','pmxyb','XH',0.33719000000000000000
'fa','C','qgitwi','S',0.30989000000000000000
'hjo','AWY','nv','S',0.15796500000000000000
'eehuv','C','hki','X',0.09715500000000000000
'iyxtdzoha','DT','xfrjthc','TDB',0.56638500000000000000
'lw','J','wdu','W',0.38146000000000000000
'nsbb','IZ','wpalsk','PD',0.12287000000000000000
'lyjqbzbb','K','vbkpss','PFX',0.14849500000000000000
'aiuwpkz','ECN','mmrjb','VRI',0.58509500000000000000
'sthp','I','tldix','V',0.01839500000000000000
'ogq','NA','szxkowyij','Y',0.14703000000000000000
'e','MFG','o','W',0.16729000000000000000
'p','E','rlnnrlon','F',0.01794000000000000000
'fidbdeul','E','wkwbj','OR',0.35285000000000000000
'mxgtezflrn','ANB','xcc','MN',0.19646000000000000000
'clah','EVU','lwg','LQ',0.05514500000000000000
'k','BQ','xolmukzz','EX',0.09501000000000000000
'k','HB','wy','S',0.28177000000000000000
'lomqlxbhle','H','spfatyknq','ZXA',0.31781500000000000000
'mpcemoit','HS','wcgbyglpld','U',0.30849500000000000000
'bvhfaupqo','C','ztbslfpf','Z',0.85772000000000000000
'cujj','OR','sjwehlb','YX',0.31492500000000000000
'mskvc','O','noyi','TAL',0.01081500000000000000
'glpl','CJJ','yjxtht','GQ',0.10942000000000000000
'jsfothfhxl','APT','oz','YIV',0.22832000000000000000
'rp','H','zysmjut','PIF',0.06870500000000000000
'sli','MH','znxgpng','YD',0.06577000000000000000
'ofqvfnu','J','sckfwoup','V',0.17307500000000000000
'atv','KAJ','myti','NC',0.18722500000000000000
'slrdz','M','wduzu','MMH',0.01583500000000000000
'hjygjdhuxe','F','vlshgklxvz','MX',0.19484000000000000000
'iwcy','FXB','zq','VE',0.48052500000000000000
'dapgfrgat','S','uixrua','ZK',0.24331500000000000000
'lcyl','EE','y','LKW',0.08697500000000000000
'cqeytqc','LR','nah','PC',0.06498500000000000000
'gyyfex','N','ksdlz','QG',0.00864000000000000000
'fxlcume','GCS','zmlwhewjyw','W',0.56042000000000000000
'mcgt','JR','xkukplzfn','MI',0.15218000000000000000
'gawaebvtqn','CNF','r','SUF',0.41141000000000000000
'cmxuwiqe','KWS','ksgwtvy','UF',0.21481000000000000000
'ryis','D','wbtczcw','G',0.02998500000000000000
'hoqdr','MTN','yels','S',0.10063500000000000000
'hg','BV','ueponohgg','XK',0.57573500000000000000
'mop','LZ','xnmlhuyd','XT',0.26168000000000000000
'iwm','L','o','OXB',0.06531000000000000000
'l','DI','ubgurmkmi','LM',0.17436500000000000000
'loxucayj','C','w','V',0.45864500000000000000
'fkrcdhaab','KU','gpe','N',0.02172000000000000000
'm','BT','onzyfw','NTY',0.06035500000000000000
'dh','DYD','k','L',0.02881500000000000000
'czvdv','IZ','ulole','SSI',0.48311000000000000000
'ifdntj','C','wmnpbjmib','W',0.58741500000000000000
'kvoqs','EKD','w','ZPA',0.44411000000000000000
'n','N','tduwbs','TM',0.16338000000000000000
'gvvjtel','BDT','jbtmgqjm','J',0.00713000000000000000
'bmj','AHE','survllp','T',0.80220500000000000000
'undakzs','AAT','zdx','LQV',0.01446500000000000000
'umdamcp','G','zmnpzkj','SG',0.02173000000000000000
'fmpr','B','jrrdk','H',0.01975500000000000000
'dskwstgq','B','ptotnknob','FN',0.07391500000000000000
'gackpz','HST','hrxashucvu','O',0.02459000000000000000
'dlljzta','GL','rzzejzl','WSC',0.44258000000000000000
'p','KNB','yvyrxjtiy','Y',0.29028500000000000000
'aazumd','IBZ','bpljschg','TSD',0.09125000000000000000
'jeppqle','DT','q','UW',0.32614000000000000000
'ayebbuffw','KG','iouchrkbo','OY',0.12602000000000000000
'tfsrzvjjca','F','yjbtmkfd','W',0.06426500000000000000
'kt','IEA','qlxae','VU',0.26313500000000000000
'lrixqepnfs','JIO','xhy','YQL',0.39987500000000000000
'trup','L','visulmx','PDF',0.00726000000000000000
'pdmsosrzu','AY','szwtgqc','OH',0.11949000000000000000
'mnvnb','E','sbdokw','NCG',0.11992500000000000000
'dhc','MP','wrndy','TBB',0.36965000000000000000
'jk','KPG','tmuonroqvg','U',0.42527500000000000000
'et','B','pubmaa','TZ',0.44389500000000000000
'icfpbxgdxx','KVH','rn','XGT',0.29858500000000000000
'bzrkuay','N','ur','QYF',0.13515000000000000000
'lwvzhgam','BJ','vagmsjgua','JMN',0.07525000000000000000
'fiu','HY','vqdkp','O',0.22351000000000000000
'kayj','C','ldaz','IS',0.00700500000000000000
'cgdenqdubf','BHH','x','NNP',0.42331500000000000000
'e','DYQ','zbveanvmg','RCC',0.47673500000000000000
'dexcfhzm','F','hpk','NOJ',0.05001500000000000000
'mbpmbzoq','DHT','tbxcybm','EIP',0.06589500000000000000
'ohmr','L','quoearlci','OUF',0.04330000000000000000
'dworxnrnh','PP','tqiiwclx','YY',0.33100000000000000000
'utcpkawebl','KGO','z','TFW',0.03680000000000000000
'bc','QPZ','da','SU',0.06213000000000000000
'ggqgq','B','muhjru','Q',0.17175000000000000000
'by','G','y','Z',0.70488500000000000000
'juihbnonyz','NHZ','ylgu','TR',0.28880500000000000000
'bwppk','QS','mwmjs','WA',0.15142500000000000000
'cofblu','ER','mf','SON',0.25141000000000000000
'f','RRS','pdjatpcmn','X',0.13056000000000000000
'ke','QYM','uawvjvsv','XOV',0.17832000000000000000
'uvl','L','yetxcou','T',0.03680000000000000000
'rsxicqzsv','HNZ','unsjsnoxev','QQ',0.08089000000000000000
'cjkp','JT','kbky','WI',0.20596000000000000000
'jytyqpix','BGO','umwyurhp','H',0.08951500000000000000
'qvdtc','KG','rkef','WJ',0.00915500000000000000
'gpvdovfvx','D','t','L',0.09307500000000000000
'psyor','DVY','umik','P',0.11484000000000000000
'm','ALK','omqwgdxqg','J',0.02011500000000000000
'h','R','ke','ZSW',0.01442500000000000000
'tdjojaknb','KFX','zh','RV',0.03812500000000000000
'bhxw','OY','odue','T',0.28209000000000000000
'sa','QYJ','ueegxkps','TO',0.05443500000000000000
'fyxct','PDX','jwwznuzd','X',0.04831000000000000000
'bb','M','gigvwsq','R',0.10159000000000000000
'k','A','l','S',0.00715000000000000000
'h','L','xiwzzirbu','ZG',0.50674000000000000000
'o','ITU','rlso','X',0.11853000000000000000
'by','CQ','louf','KD',0.06121000000000000000
'rfrjt','DB','ulgt','XF',0.19608000000000000000
'gazbi','CK','hujhv','O',0.03188500000000000000
'fbsbmyr','MS','rah','UVE',0.23336500000000000000
'bt','APY','zglcbhis','MO',0.43923500000000000000
'hbrrse','J','mmpdsuqb','WPC',0.17076500000000000000
'ky','GH','qbnjs','ZB',0.26313500000000000000
'ramlwrrsz','BH','xqvimx','RT',0.15975000000000000000
'gga','H','stjxlgg','X',0.47778000000000000000
'fav','HU','vbczqnymt','U',0.55998500000000000000
'iumat','E','rqryvweax','JH',0.06317500000000000000
'jjitzwz','IA','seuxmbk','TI',0.34494000000000000000
'enflwt','FY','pvlwuv','UIZ',0.38824500000000000000
'kkogw','AVJ','zmfcpjmwcx','QR',0.37672500000000000000
'fzjkd','QS','pv','US',0.14159000000000000000
'dbavs','SO','zbarrz','V',0.12776000000000000000
'fwumzianer','AU','xdsren','LK',0.22095500000000000000
'jpbnkqznhz','NCW','wlyfvvgjxk','WE',0.28319500000000000000
'ocwd','CEI','xsimztv','UBI',0.37126500000000000000
'ocmdl','BWA','srzag','H',0.04783000000000000000
'ahuvaqpfvp','DB','uqpdkb','J',0.16013000000000000000
'dqxzxxnf','IXA','kjxggcun','M',0.02643500000000000000
'hm','O','qon','SBE',0.06122000000000000000
'siksizbz','A','ugwloarn','XNK',0.10838500000000000000
'fieq','L','qlqrtqgi','T',0.38824500000000000000
'ikxutlieg','GGZ','isasie','QA',0.00540500000000000000
'duzucv','JT','rhzpuprwn','P',0.15833000000000000000
'nxu','MMW','zw','SCM',0.06334000000000000000
'n','DP','ojqkpbi','W',0.02190500000000000000
'hqsym','BF','rudztzeo','S',0.25985500000000000000
'salilwag','EB','xobpvhpnjr','TPN',0.18536500000000000000
'ea','OJX','xkifwhogv','Y',0.35318500000000000000
'ifwdeot','KK','mjaquzz','M',0.03033000000000000000
'ay','K','hfmtih','U',0.28952500000000000000
'hab','S','rpeqr','YB',0.13831000000000000000
'dablpbkp','G','eis','YPB',0.04511500000000000000
'e','A','uvze','S',0.44778000000000000000
'b','L','kvp','Y',0.32477500000000000000
'dwf','K','upyyxkiejt','WU',0.55998500000000000000
'dvxycycg','E','iz','L',0.02339000000000000000
'tj','NTI','wmmcfmsjd','XDA',0.02779500000000000000
'eggzpuimgm','K','r','X',0.38824500000000000000
'rkko','DTL','seevtnbn','RI',0.05138000000000000000
'v','BI','vplgjic','LZM',0.00383500000000000000
'kfscytn','MU','rwuvygqhiv','X',0.18538500000000000000
'ahrxo','I','xmiymuji','MPB',0.32820500000000000000
'ossaksdq','FLQ','qicx','YU',0.08174500000000000000
'ate','AV','reawc','NDX',0.35727500000000000000
'ehicsptg','E','vtwidyv','NSE',0.34196500000000000000
'aubitn','AI','hionzmi','EO',0.05813500000000000000
'jzd','BGY','lywxuouned','TPT',0.08576500000000000000
'ezgaqcwyhp','KP','owakgvt','RQ',0.18319500000000000000
'iseplecbpe','AY','lti','QX',0.06342000000000000000
'gi','JY','heu','OAD',0.01062000000000000000
'ohy','JDV','smlypfgwa','Q',0.12541000000000000000
'lc','L','wpore','XGK',0.43556500000000000000
'nn','ET','wqyyq','SX',0.30876500000000000000
'qgejgxpl','DW','xpg','WP',0.24024500000000000000
'fmgcsyl','PD','l','V',0.06429500000000000000
'ozghhks','DB','vaeye','OUN',0.15231000000000000000
'hktiaqb','GMQ','tcuruq','S',0.26995000000000000000
'f','G','qhrifvx','V',0.38824500000000000000
'ngxxrlvy','HPZ','qsdpeos','REV',0.06549000000000000000
'lplsqxql','FI','p','XV',0.11874000000000000000
'pto','CFY','zy','NBM',0.13667000000000000000
'hpl','I','nzryu','PSO',0.10767500000000000000
'iytmelya','HH','ply','Q',0.14627000000000000000
'thhbe','PJA','vrbvelqtl','Z',0.02224000000000000000
'gy','EY','iojhaxqvku','X',0.02688500000000000000
'jisdkcq','D','ovmi','TG',0.22832000000000000000
'ai','CE','lov','ZN',0.50850000000000000000
'amfu','L','nlbqhvjav','X',0.50535500000000000000
'mgku','ERP','xstk','PXM',0.21722000000000000000
'bebljygntv','AWU','hnnyof','TX',0.33689000000000000000
'nluvmimul','BN','zmrjmv','WXH',0.38214500000000000000
'ftk','RW','sf','XTX',0.17088000000000000000
'clgjef','NPG','d','TZ',0.02684000000000000000
'vvbhdnfkva','DCI','xnjz','MK',0.01088500000000000000
'gospzgureg','A','ttnmghnjl','PV',0.38980500000000000000
'db','K','kwormhpst','XJN',0.16113000000000000000
'gjzegfhpi','BC','iz','L',0.01268000000000000000
'togrzu','A','wdyszsmpx','ZDJ',0.03330000000000000000
'kszihlka','CN','ngqclgpolk','U',0.18440500000000000000
'crwemwbqb','DSI','ubusihonr','FPT',0.12382000000000000000
'an','HUL','x','ZZT',0.81412000000000000000
'ipamddpp','KOR','odbkxdtk','MDF',0.03406500000000000000
'gkezwvpjk','E','zbg','OR',0.32574500000000000000
'dhhazbvu','B','sjsjqkpm','EQ',0.09982500000000000000
'ryodzqaff','MB','umefqljjl','YSM',0.10800500000000000000
'j','HKL','wm','OI',0.18818000000000000000
'evkgo','NJ','ozrvd','R',0.06068500000000000000
'axc','G','elcttvmb','V',0.20863000000000000000
'hhgyprgmim','DRL','wlcsrle','HF',0.10214000000000000000
'fbzn','KQE','syrfxcm','UKX',0.52314000000000000000
'fazmogtre','LIE','kcjc','N',0.02341000000000000000
'bsrx','SJ','dqcpoac','TRS',0.05052500000000000000
'py','P','vxwuqnp','S',0.03582000000000000000
'higu','C','koonebpl','G',0.00899500000000000000
'pit','D','snkwicm','R',0.11671500000000000000
'cwifemugxf','GC','hlhg','S',0.08099500000000000000
'swkuazspjj','KM','xrh','SYF',0.06449500000000000000
'ekmbie','K','uyt','QV',0.33487500000000000000
'ffqq','HC','iao','R',0.05918000000000000000
'a','FG','ptuulxx','RB',0.36222500000000000000
'nfosqwbbin','EGK','uygkcqwp','U',0.28111500000000000000
'fy','JNQ','zayx','SA',0.33455000000000000000
'cmaskziah','FBY','fp','XWA',0.11707500000000000000
'fbgzm','LHA','nwcnrtmtax','Q',0.11150500000000000000
'fbt','H','xul','UH',0.58763500000000000000
'ahadagkaz','CK','xesw','ENG',0.16562500000000000000
'ib','S','rvxrb','ZHO',0.13104000000000000000
'oekuua','AQ','q','MV',0.06494500000000000000
'hs','QKW','liybhdox','TN',0.03609500000000000000
'jikoezxkdv','JGT','znqtbu','P',0.19172000000000000000
'cpvwqnflu','O','hdk','XFP',0.08671500000000000000
'ghwczqaz','IOW','lokj','QP',0.07937500000000000000
'agwo','JQ','hciiz','SSV',0.25372500000000000000
'iztg','KPD','mybpqt','VO',0.14446500000000000000
'bziip','BV','jtvsmkra','JU',0.04694500000000000000
